hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,192,2016,August,35,22,3,6,3,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,195.0,0,0,Canceled,2016-08-10
City Hotel,0,47,2016,September,37,10,1,1,2,0.0,0,HB,Portugal,Groups,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient-Party,96.0,0,1,Check-Out,2016-09-12
Resort Hotel,1,12,2015,September,37,8,0,4,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.0,0,1,Canceled,2015-08-28
City Hotel,1,204,2016,May,19,5,0,3,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,96,Transient,100.0,0,0,Canceled,2016-01-18
City Hotel,0,4,2017,January,4,28,1,1,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,108.0,0,0,Check-Out,2017-01-30
City Hotel,1,86,2016,January,4,22,0,1,2,0.0,0,BB,Spain,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35,Transient,85.0,0,0,Canceled,2015-12-02
Resort Hotel,0,1,2016,December,53,29,0,1,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.0,0,0,Check-Out,2016-12-30
City Hotel,0,67,2017,May,20,14,2,4,2,0.0,0,SC,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,144.0,0,3,Check-Out,2017-05-20
City Hotel,1,531,2016,December,52,22,0,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.8,0,0,Canceled,2015-10-21
City Hotel,0,17,2017,February,8,19,2,3,2,0.0,0,HB,Spain,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,177.31,0,0,Check-Out,2017-02-24
City Hotel,1,156,2017,April,17,26,0,3,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2016-11-21
City Hotel,1,50,2015,October,43,24,0,1,2,0.0,0,HB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,146.0,0,0,Canceled,2015-10-15
Resort Hotel,1,141,2016,May,22,25,2,5,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,53.87,0,0,Canceled,2016-05-25
Resort Hotel,1,64,2017,August,33,18,2,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,250.0,0,1,Canceled,2017-07-04
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,Spain,Groups,Direct,0,0,0,A,A,0,Non Refund,0,Transient,72.0,0,0,Canceled,2015-11-16
City Hotel,0,124,2016,November,46,6,2,2,1,0.0,0,BB,Israel,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,146.03,0,3,Check-Out,2016-11-10
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39,Transient,130.0,0,0,Canceled,2016-01-18
Resort Hotel,0,0,2015,September,38,16,0,1,1,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.5,0,1,Check-Out,2015-09-17
Resort Hotel,0,8,2016,November,49,27,2,3,2,0.0,0,BB,Spain,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,55.44,0,0,Check-Out,2016-12-02
City Hotel,0,198,2017,June,25,23,2,4,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,2,Check-Out,2017-06-29
Resort Hotel,1,181,2017,March,9,1,6,19,2,0.0,0,HB,Germany,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,58.6,0,0,Canceled,2016-12-07
City Hotel,0,240,2017,February,5,1,0,1,2,0.0,0,SC,United States,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,2,Check-Out,2017-02-02
Resort Hotel,0,32,2016,August,33,12,0,2,1,0.0,0,BB,United States,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,254.0,0,1,Check-Out,2016-08-14
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,France,Groups,Direct,0,0,0,A,A,0,Non Refund,0,Transient,72.0,0,0,Canceled,2015-11-16
City Hotel,1,265,2015,July,28,9,0,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,35,2016,November,49,28,1,1,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,Canceled,2016-11-25
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,80.0,0,0,Canceled,2016-11-25
Resort Hotel,1,321,2015,July,29,13,1,4,2,0.0,0,HB,Italy,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,132.8,0,1,Canceled,2015-03-05
Resort Hotel,0,0,2017,April,15,11,0,3,2,0.0,0,BB,Argentina,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,141.33,0,1,Check-Out,2017-04-14
Resort Hotel,0,20,2017,January,3,19,3,8,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,E,F,1,No Deposit,0,Transient,91.76,0,1,Check-Out,2017-01-30
Resort Hotel,0,30,2017,March,10,10,0,2,2,0.0,0,BB,Italy,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,100.0,0,0,Check-Out,2017-03-12
Resort Hotel,0,333,2017,August,34,24,1,3,2,0.0,0,HB,Germany,Online TA,Direct,1,0,1,E,E,2,No Deposit,0,Transient,201.6,0,3,Check-Out,2017-08-28
City Hotel,1,200,2016,October,45,31,1,2,2,2.0,0,HB,Switzerland,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,213.6,0,0,Canceled,2016-04-14
City Hotel,0,32,2016,September,36,2,1,2,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,94.94,0,1,Check-Out,2016-09-05
Resort Hotel,0,307,2017,August,31,5,2,4,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,168.6,1,2,Check-Out,2017-08-11
City Hotel,1,17,2017,May,21,23,0,2,2,2.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,240.0,0,0,Canceled,2017-05-08
Resort Hotel,0,11,2017,March,10,6,1,0,1,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Check-Out,2017-03-07
Resort Hotel,1,84,2017,July,30,23,3,5,2,0.0,0,HB,Italy,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,277.0,0,0,Canceled,2017-05-10
City Hotel,1,89,2017,April,15,10,1,3,3,0.0,0,BB,Austria,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.38,0,0,No-Show,2017-04-10
Resort Hotel,0,115,2016,June,25,12,2,0,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.62,0,2,Check-Out,2016-06-14
City Hotel,0,42,2017,February,7,17,1,2,2,0.0,0,BB,Belgium,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,105.33,0,0,Check-Out,2017-02-20
City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,HB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,140.0,0,1,Check-Out,2016-10-02
City Hotel,1,61,2015,September,36,5,2,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Canceled,2015-09-01
City Hotel,0,144,2017,May,18,6,2,1,2,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,1,Check-Out,2017-05-09
City Hotel,1,130,2017,April,16,21,0,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,Canceled,2016-12-12
City Hotel,1,1,2016,May,21,20,0,1,3,0.0,0,BB,Portugal,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,182.0,0,1,No-Show,2016-05-20
City Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,170.0,0,0,Canceled,2015-09-09
Resort Hotel,0,116,2017,July,28,14,3,7,2,0.0,0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Contract,149.5,0,0,Check-Out,2017-07-24
Resort Hotel,0,250,2017,August,32,6,4,10,3,0.0,0,HB,Germany,Direct,Direct,1,0,1,E,E,0,No Deposit,0,Transient,251.43,1,3,Check-Out,2017-08-20
City Hotel,1,316,2017,May,19,10,0,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,1,Canceled,2017-01-09
City Hotel,1,265,2017,August,31,5,3,6,2,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0,Canceled,2016-11-13
City Hotel,1,38,2017,July,27,2,2,0,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.0,0,1,Canceled,2017-05-28
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,0,5,2017,February,7,13,1,4,1,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,34.0,0,0,Check-Out,2017-02-18
City Hotel,0,149,2017,July,28,10,1,2,1,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,85.93,0,0,Check-Out,2017-07-13
Resort Hotel,0,7,2015,August,33,15,2,6,3,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,199.63,0,1,Check-Out,2015-08-23
Resort Hotel,0,16,2016,July,30,23,2,6,3,0.0,0,HB,Portugal,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,215.0,0,2,Check-Out,2016-07-31
City Hotel,1,92,2015,September,40,30,0,1,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,0,4,2015,September,39,20,2,0,1,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,111.2,0,0,Check-Out,2015-09-22
City Hotel,1,129,2016,June,23,2,0,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.9,0,0,Canceled,2016-05-25
Resort Hotel,0,48,2016,May,20,11,0,1,2,0.0,0,HB,Germany,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,1,0,Check-Out,2016-05-12
Resort Hotel,1,46,2016,February,6,3,7,19,1,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,30.0,0,1,Canceled,2016-01-15
City Hotel,1,339,2015,September,39,21,1,1,2,0.0,0,BB,France,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,2,2016,January,3,12,0,2,1,0.0,0,BB,United Kingdom,Online TA,TA/TO,1,11,4,A,A,0,No Deposit,0,Transient,82.9,0,1,Check-Out,2016-01-14
City Hotel,0,251,2016,November,48,21,1,1,1,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient,73.35,0,1,Check-Out,2016-11-23
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,Italy,Groups,TA/TO,0,0,0,A,D,0,No Deposit,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
City Hotel,0,118,2016,June,24,6,1,2,1,0.0,0,BB,Türkiye,Offline TA/TO,Corporate,0,0,0,A,A,2,No Deposit,0,Transient-Party,110.0,0,0,Check-Out,2016-06-09
Resort Hotel,1,122,2016,May,22,27,0,1,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,73.0,0,2,Canceled,2016-04-26
Resort Hotel,0,143,2016,June,23,4,2,5,2,0.0,0,HB,France,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,0,Transient,98.6,0,3,Check-Out,2016-06-11
City Hotel,0,36,2017,June,24,13,0,3,2,0.0,0,BB,Belgium,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,139.5,1,0,Check-Out,2017-06-16
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,Portugal,Corporate,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0,Canceled,2016-12-07
Resort Hotel,0,283,2017,May,20,15,3,7,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Contract,40.95,0,1,Check-Out,2017-05-25
City Hotel,1,150,2016,January,1,2,2,1,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,91,Transient,101.0,0,0,Canceled,2015-11-04
City Hotel,0,0,2015,August,32,6,0,1,2,0.0,0,BB,Bulgaria,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,90.0,0,0,Check-Out,2015-08-07
City Hotel,0,61,2017,April,14,6,0,3,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,1,Check-Out,2017-04-09
City Hotel,0,7,2016,December,50,4,2,0,2,0.0,0,BB,Algeria,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,104.0,0,2,Check-Out,2016-12-06
Resort Hotel,0,14,2016,March,12,19,2,1,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,58.0,0,2,Check-Out,2016-03-22
Resort Hotel,0,276,2017,July,30,24,3,5,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,140.38,0,2,Check-Out,2017-08-01
City Hotel,0,0,2016,October,41,7,0,2,2,0.0,0,SC,New Zealand,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,147.6,0,1,Check-Out,2016-10-09
City Hotel,0,37,2017,February,8,22,3,9,0,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,K,4,No Deposit,0,Transient,0.0,0,0,Check-Out,2017-03-06
City Hotel,1,106,2015,December,50,9,0,2,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,Non Refund,57,Transient,75.0,0,0,Canceled,2015-10-21
Resort Hotel,1,156,2017,March,13,30,0,3,2,0.0,0,BB,CN,Direct,Direct,0,0,0,D,D,2,No Deposit,0,Transient,53.7,0,0,Canceled,2017-01-17
City Hotel,0,0,2017,January,1,2,1,1,2,0.0,0,BB,Spain,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,132.0,0,0,Check-Out,2017-01-04
City Hotel,0,423,2017,June,24,14,0,3,2,0.0,0,BB,Australia,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.67,0,1,Check-Out,2017-06-17
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,0,HB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,52.0,0,0,Canceled,2015-11-20
Resort Hotel,1,304,2017,June,23,8,2,3,1,0.0,0,HB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,74.0,0,0,Canceled,2017-04-05
City Hotel,0,130,2016,March,13,25,1,2,2,0.0,0,BB,Switzerland,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Contract,102.58,0,1,Check-Out,2016-03-28
City Hotel,0,98,2015,November,48,23,1,3,1,0.0,0,BB,Algeria,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,70.0,0,0,Check-Out,2015-11-27
City Hotel,0,166,2016,August,34,17,0,4,2,0.0,0,BB,Hungary,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.7,0,1,Check-Out,2016-08-21
City Hotel,0,208,2017,August,31,2,0,1,2,0.0,0,HB,France,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,157.0,0,1,Check-Out,2017-08-03
Resort Hotel,0,300,2017,July,26,1,4,6,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,127.26,0,1,Check-Out,2017-07-11
Resort Hotel,1,20,2017,March,12,22,0,1,1,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,45.0,0,0,Canceled,2017-03-17
City Hotel,0,0,2015,September,37,7,1,2,1,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,148.67,0,0,Check-Out,2015-09-10
City Hotel,0,45,2017,March,11,13,2,5,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.3,0,0,Check-Out,2017-03-20
City Hotel,0,5,2015,October,42,12,1,1,1,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,119.0,0,0,Check-Out,2015-10-14
City Hotel,0,62,2017,August,31,1,0,1,2,0.0,0,SC,Denmark,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,71.1,0,0,Check-Out,2017-08-02
City Hotel,1,199,2016,August,32,3,2,5,2,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,2,Canceled,2016-08-01
City Hotel,0,39,2017,June,24,12,1,2,2,0.0,0,SC,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.0,0,1,Check-Out,2017-06-15
City Hotel,1,92,2017,March,11,15,0,3,2,0.0,0,BB,France,Groups,Direct,0,0,0,A,A,0,Non Refund,0,Transient,85.0,0,0,Canceled,2016-12-13
City Hotel,0,33,2017,June,23,6,0,3,2,0.0,0,SC,Netherlands,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,1,Check-Out,2017-06-09
Resort Hotel,0,81,2016,March,11,9,0,3,3,0.0,0,HB,United Kingdom,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,86.55,0,0,Check-Out,2016-03-12
City Hotel,1,0,2015,December,50,9,1,4,2,0.0,0,BB,United Kingdom,Direct,Direct,1,0,0,A,D,0,No Deposit,0,Transient,95.0,0,0,Canceled,2015-12-09
City Hotel,1,144,2016,September,39,22,1,3,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.6,0,2,Canceled,2016-09-07
City Hotel,0,3,2015,October,43,19,1,1,2,0.0,0,BB,"Korea, Republic of",Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,142.0,0,0,Check-Out,2015-10-21
City Hotel,0,121,2016,August,36,31,0,1,2,1.0,0,BB,Germany,Complementary,Direct,0,0,0,G,G,1,No Deposit,0,Transient,0.0,0,3,Check-Out,2016-09-01
Resort Hotel,1,68,2016,October,43,17,1,0,1,0.0,0,BB,Belgium,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,49.0,0,1,Canceled,2016-08-11
Resort Hotel,0,129,2016,May,22,23,0,0,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2016-05-23
City Hotel,0,172,2016,July,31,26,1,5,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.25,0,0,Check-Out,2016-08-01
City Hotel,0,76,2017,April,17,24,1,3,2,0.0,0,HB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,128.16,0,0,Check-Out,2017-04-28
City Hotel,0,1,2016,November,45,5,2,2,2,0.0,0,BB,Greece,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.0,0,1,Check-Out,2016-11-09
City Hotel,0,208,2017,August,31,2,0,1,2,0.0,0,HB,Spain,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,157.0,0,0,Check-Out,2017-08-03
Resort Hotel,0,0,2016,January,2,7,0,1,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,1,2,Check-Out,2016-01-08
Resort Hotel,0,11,2015,October,41,10,0,1,2,0.0,0,BB,Portugal,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,Contract,45.0,0,0,Check-Out,2015-10-11
Resort Hotel,1,74,2017,February,7,18,1,1,2,0.0,0,BB,Germany,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,40.0,0,0,Canceled,2017-02-01
Resort Hotel,0,1,2016,March,11,8,0,1,2,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,45.0,0,1,Check-Out,2016-03-09
Resort Hotel,0,33,2016,October,42,13,0,1,1,0.0,0,BB,Portugal,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0,Transient-Party,40.0,0,0,Check-Out,2016-10-14
City Hotel,0,16,2015,October,42,15,1,3,1,0.0,0,HB,Portugal,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-10-19
City Hotel,0,118,2017,April,14,8,2,5,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.57,0,1,Check-Out,2017-04-15
City Hotel,0,220,2016,June,23,4,2,1,2,0.0,0,BB,United States,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,73.33,0,1,Check-Out,2016-06-07
Resort Hotel,1,9,2015,August,33,9,2,0,2,1.0,0,BB,Spain,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,207.0,0,2,Canceled,2015-08-01
Resort Hotel,1,39,2016,February,7,10,1,4,2,0.0,0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.0,0,0,Canceled,2016-01-27
City Hotel,0,230,2016,September,37,6,0,5,1,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,111.0,0,0,Check-Out,2016-09-11
Resort Hotel,0,164,2016,August,33,12,2,6,2,0.0,0,Undefined,France,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient-Party,185.9,0,1,Check-Out,2016-08-20
Resort Hotel,0,24,2016,March,14,28,2,5,1,0.0,0,HB,Netherlands,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,58.0,0,0,Check-Out,2016-04-04
Resort Hotel,0,1,2016,August,34,16,0,1,2,0.0,0,BB,Israel,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,209.0,0,1,Check-Out,2016-08-17
City Hotel,0,70,2015,December,53,29,0,4,2,0.0,0,HB,Portugal,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,160.03,0,1,Check-Out,2016-01-02
City Hotel,0,86,2016,July,31,26,0,2,3,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.7,0,0,Check-Out,2016-07-28
City Hotel,0,256,2016,June,25,15,0,2,2,0.0,0,HB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,115.0,0,1,Check-Out,2016-06-17
City Hotel,1,195,2016,September,37,5,1,4,3,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,140.25,0,0,Canceled,2016-08-29
Resort Hotel,0,219,2016,October,43,16,2,2,2,0.0,0,HB,Austria,Groups,Corporate,0,0,0,E,D,0,No Deposit,0,Transient-Party,81.0,0,0,Check-Out,2016-10-20
City Hotel,0,132,2017,June,24,16,1,2,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,0,Check-Out,2017-06-19
City Hotel,0,12,2015,October,43,20,0,2,1,0.0,0,BB,Sweden,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0,Transient-Party,130.0,0,0,Check-Out,2015-10-22
City Hotel,0,17,2017,May,18,2,0,3,2,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.0,0,2,Check-Out,2017-05-05
City Hotel,1,247,2017,May,21,25,0,3,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,138.6,0,1,Canceled,2017-01-05
Resort Hotel,0,8,2016,February,8,17,0,2,2,1.0,0,HB,Spain,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,147.0,1,0,Check-Out,2016-02-19
City Hotel,0,25,2016,May,20,10,0,3,1,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,0,Check-Out,2016-05-13
City Hotel,1,48,2017,March,13,30,0,3,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89.1,0,0,No-Show,2017-03-30
City Hotel,1,34,2016,May,19,1,2,1,2,0.0,0,BB,Saudi Arabia,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.9,0,0,Canceled,2016-04-29
Resort Hotel,0,128,2017,May,19,13,2,5,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,82.8,0,0,Check-Out,2017-05-20
Resort Hotel,0,45,2016,December,53,30,0,2,2,0.0,0,HB,Portugal,Groups,Direct,0,0,0,D,D,2,No Deposit,1,Transient-Party,295.0,1,1,Check-Out,2017-01-01
Resort Hotel,1,12,2017,April,14,3,1,3,1,0.0,0,HB,Italy,Complementary,Direct,0,0,0,A,A,1,No Deposit,0,Transient,0.0,0,0,Canceled,2017-03-23
City Hotel,0,150,2016,April,17,22,1,2,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,96.3,0,3,Check-Out,2016-04-25
Resort Hotel,1,5,2016,January,2,4,1,3,1,0.0,0,HB,Spain,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,61.0,0,0,Canceled,2015-12-30
City Hotel,1,143,2017,May,18,4,0,3,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2016-12-12
